unique_no,sex,age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sign,smokes,speaks,status,question1,question2,question3,question4,question5,weight
2263,m,48,fat,anything,socially,never,graduated from masters program,black,71,-1,computer / hardware / software,"san francisco, california",,straight,,other,virgo,no,english,single,8,5,8,5,6,58
2264,m,45,fat,vegan,not at all,never,graduated from college/university,white,71,-1,other,"oakland, california",,gay,likes dogs and likes cats,other,aries,no,english,single,1,1,7,1,5,69
2265,m,29,fit,anything,socially,never,graduated from college/university,other,70,-1,entertainment / media,"belmont, california","doesn&rsquo;t have kids, but might want them",straight,,agnosticism,aries,no,english,single,6,7,10,3,1,90
2266,m,26,thin,anything,socially,never,graduated from college/university,middle eastern  hispanic   latin,67,20000,student,"berkeley, california",,gay,likes dogs and likes cats,atheism,pisces,no,english,single,6,9,2,5,2,85
2267,m,35,fit,anything,socially,never,,asian  pacific islander,68,-1,artistic / musical / writer,"san francisco, california",,straight,,other,aries,no,english,single,4,4,3,6,5,74
2268,m,35,average,vegetarian,socially,sometimes,graduated from ph.d program,white,71,150000,computer / hardware / software,"san francisco, california",,straight,,atheism,aries,sometimes,english,single,1,3,7,1,6,73
2269,m,24,athletic,anything,socially,never,graduated from masters program,white,73,-1,science / tech / engineering,"san francisco, california",doesn&rsquo;t have kids,straight,,other,aries,sometimes,english,single,5,3,5,2,10,83
2270,m,24,athletic,anything,socially,never,graduated from two-year college,pacific islander,67,-1,medicine / health,"daly city, california",,straight,,catholicism,virgo,no,english,single,1,5,10,2,8,89
2271,f,25,fat,anything,socially,never,graduated from masters program,white,68,-1,computer / hardware / software,"oakland, california","doesn&rsquo;t have kids, but might want them",bisexual,dislikes dogs and likes cats,agnosticism,sagittarius,no,english,available,10,6,6,4,8,83
2272,m,31,fit,anything,socially,never,graduated from masters program,white,71,-1,artistic / musical / writer,"san francisco, california",,straight,likes dogs and dislikes cats,judaism,scorpio,no,english,single,1,8,7,7,3,85
2273,m,30,athletic,anything,socially,never,,native american  white,72,80000,entertainment / media,"san francisco, california",,straight,,christianity,aries,no,"english,",single,7,4,5,9,3,63
2274,m,33,athletic,other,socially,never,working on masters program,white,71,-1,artistic / musical / writer,"walnut creek, california",,straight,likes dogs and likes cats,other,aries,no,"english,",single,6,8,8,6,7,82
2275,m,23,fit,anything,socially,sometimes,graduated from masters program,white,67,60000,construction / craftsmanship,"oakland, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and has cats,other,virgo,sometimes,"english,",single,5,10,2,4,5,61
2276,m,52,fit,anything,often,never,graduated from college/university,white,71,-1,executive / management,"san francisco, california",has a kid,straight,,other,gemini,no,english,single,3,10,9,3,10,74
2277,m,35,fit,anything,socially,never,,white,74,-1,,"san francisco, california",,straight,,other,gemini,when drinking,english,single,2,6,4,5,4,70
2278,m,35,average,anything,socially,never,graduated from college/university,asian,72,-1,computer / hardware / software,"san francisco, california",,gay,has dogs and has cats,catholicism,aries,no,english,seeing someone,7,10,6,5,4,50
2279,f,36,fat,anything,often,never,graduated from college/university,white,66,80000,sales / marketing / biz dev,"san francisco, california",,straight,has dogs,christianity,capricorn,no,english,single,7,6,7,2,8,50
2280,f,23,thin,anything,socially,sometimes,graduated from college/university,hispanic   latin,61,-1,banking / financial / real estate,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism,sagittarius,sometimes,english,single,1,5,2,1,3,70
2281,f,25,fat,other,socially,never,working on two-year college,hispanic   latin,68,20000,hospitality / travel,"martinez, california",,straight,,christianity,aries,no,english,single,6,7,5,3,6,96
2282,f,34,athletic,anything,socially,never,graduated from masters program,white,68,-1,,"san francisco, california",,straight,,other,aquarius,no,english,single,3,7,8,2,4,66
2283,m,30,athletic,anything,often,never,graduated from college/university,black  white,66,-1,medicine / health,"redwood city, california",,straight,,catholicism,pisces,when drinking,english,single,2,10,5,5,5,63
2284,m,31,average,anything,socially,never,graduated from ph.d program,white,67,-1,science / tech / engineering,"san francisco, california",,gay,,agnosticism,gemini,no,english,single,5,9,5,3,6,73
2285,m,35,fit,anything,socially,never,graduated from college/university,white,72,-1,other,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,catholicism,gemini,no,"english,",single,7,6,5,1,3,65
2286,f,43,average,anything,rarely,never,graduated from masters program,black,65,-1,rather not say,"oakland, california",doesn&rsquo;t have kids,straight,likes dogs,other,libra,no,english,single,1,3,4,9,10,65
2287,f,27,fat,vegetarian,socially,never,,white,67,-1,artistic / musical / writer,"berkeley, california",doesn&rsquo;t have kids,straight,,other,virgo,no,english,single,3,7,7,1,3,52
2288,m,35,fit,anything,socially,never,graduated from ph.d program,white,62,-1,science / tech / engineering,"san francisco, california","doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,other,leo,,"english,",single,2,4,6,7,7,85
2289,f,18,average,anything,rarely,never,working on college/university,white,64,-1,student,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism,virgo,no,english,single,9,2,1,1,4,98
2290,m,21,athletic,anything,not at all,never,working on college/university,white,67,-1,student,"san francisco, california",,straight,has dogs and likes cats,other,scorpio,no,english,single,1,6,1,10,6,82
2291,m,25,athletic,anything,socially,never,graduated from college/university,white,74,-1,student,"san francisco, california",doesn&rsquo;t have kids,straight,likes dogs,other,scorpio,no,"english,",single,1,10,7,4,3,71
2292,f,22,athletic,anything,socially,never,graduated from college/university,white,72,-1,sales / marketing / biz dev,"san francisco, california",,straight,has dogs,other,taurus,no,"english,",single,8,3,6,6,5,65
2293,m,28,athletic,anything,socially,sometimes,graduated from college/university,white,74,-1,sales / marketing / biz dev,"san francisco, california",,straight,likes dogs and has cats,christianity,taurus,sometimes,english,available,8,10,6,3,10,51
2294,m,49,fit,anything,socially,never,,asian,64,-1,,"san francisco, california",,straight,,other,taurus,,english,single,5,8,6,6,2,77
2295,f,26,athletic,anything,socially,never,graduated from college/university,white,65,30000,other,"oakland, california",wants kids,straight,has dogs,christianity,aries,no,english,single,5,1,7,4,4,78
2296,m,36,fat,anything,socially,never,graduated from college/university,pacific islander  white,74,-1,hospitality / travel,"san francisco, california",doesn&rsquo;t have kids,gay,likes dogs,agnosticism,libra,trying to quit,"english,",single,4,5,4,7,8,77
2297,f,18,fit,anything,socially,never,working on college/university,asian,64,-1,artistic / musical / writer,"san francisco, california",,straight,likes dogs,other,cancer,sometimes,english,single,2,4,10,5,8,98
2298,m,38,fit,anything,socially,never,,hispanic   latin,69,1000000,rather not say,"oakland, california",,straight,,catholicism,gemini,no,english,single,10,9,8,7,2,69
2299,m,29,thin,anything,socially,never,graduated from ph.d program,white,71,-1,science / tech / engineering,"berkeley, california",,gay,likes dogs and likes cats,agnosticism,sagittarius,no,english,single,10,8,9,9,2,96
2300,m,37,average,anything,socially,sometimes,graduated from masters program,white,74,150000,artistic / musical / writer,"san francisco, california",,straight,likes dogs and likes cats,atheism,capricorn,no,"english,",single,3,7,7,3,5,76
2301,m,31,fit,anything,socially,never,graduated from college/university,hispanic   latin  white,69,100000,executive / management,"san francisco, california",doesn&rsquo;t have kids,straight,dislikes cats,other,aries,no,english,single,6,7,2,8,5,93
2302,f,22,average,anything,socially,never,graduated from two-year college,hispanic   latin,66,-1,,"san mateo, california",has a kid,straight,,other,gemini,trying to quit,"english,",single,4,1,10,8,4,85
2303,m,21,athletic,anything,socially,never,working on college/university,white,72,-1,student,"oakland, california",doesn&rsquo;t have kids,straight,,catholicism,aquarius,no,english,single,7,6,10,5,10,97
2304,m,18,athletic,anything,not at all,never,high school,white,70,20000,,"oakland, california",,straight,,other,aquarius,no,english,single,10,8,6,7,9,62
2305,m,30,fit,anything,socially,never,,hispanic   latin,71,-1,,"san francisco, california",,straight,,catholicism,pisces,when drinking,english,single,4,7,2,7,4,70
2306,m,30,average,anything,socially,never,,hispanic   latin,71,-1,,"san francisco, california",,straight,likes dogs and likes cats,catholicism,pisces,when drinking,"english,",single,4,2,7,4,2,87
2307,m,27,thin,other,socially,sometimes,graduated from college/university,other,70,-1,science / tech / engineering,"albany, california","doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other,cancer,no,english,single,1,1,5,10,1,77
2308,f,19,fat,anything,not at all,never,working on two-year college,hispanic   latin,59,20000,student,"san francisco, california",has a kid,straight,likes dogs,catholicism,libra,no,english,single,4,10,9,4,4,63
2309,m,34,fit,anything,often,never,graduated from masters program,hispanic   latin  white,71,100000,computer / hardware / software,"san francisco, california",,straight,,catholicism,taurus,no,"english,",single,6,1,1,5,1,86
2310,m,30,athletic,anything,socially,never,graduated from college/university,hispanic   latin,70,-1,other,"oakland, california",doesn&rsquo;t have kids,straight,,other,libra,no,english,single,5,2,10,9,6,94
2311,m,25,fit,anything,socially,never,dropped out of college/university,white,69,-1,,"san francisco, california",,gay,,atheism,scorpio,sometimes,english,single,6,2,6,9,6,88
2312,m,24,average,vegan,rarely,never,graduated from college/university,hispanic   latin,71,-1,,"berkeley, california",,gay,,other,cancer,when drinking,english,single,3,7,5,7,8,58
2313,m,26,average,anything,socially,never,,white,70,-1,student,"san francisco, california",,gay,,buddhism,cancer,sometimes,english,single,10,7,7,5,5,99
2314,m,21,average,anything,socially,sometimes,graduated from high school,hispanic   latin,66,-1,student,"oakland, california",,straight,,catholicism,aries,sometimes,english,single,10,4,10,6,10,50
2315,f,24,fat,anything,socially,never,college/university,asian,60,-1,,"san francisco, california",,bisexual,,other,aries,,english,single,8,10,9,5,2,54
2316,m,45,fit,anything,socially,never,dropped out of masters program,white,70,-1,entertainment / media,"san francisco, california",has a kid,straight,,judaism,cancer,no,"english,",single,3,3,10,2,10,85
2317,f,36,thin,vegetarian,socially,never,dropped out of ph.d program,native american  white,62,-1,law / legal services,"san francisco, california",,gay,,other,cancer,no,english,single,8,10,9,10,4,55
2318,f,35,fat,anything,socially,sometimes,working on college/university,white,66,-1,hospitality / travel,"oakland, california",doesn&rsquo;t have kids,gay,likes dogs and has cats,other,scorpio,no,english,single,2,5,4,6,3,73
2319,f,27,athletic,anything,socially,never,graduated from college/university,white,63,-1,banking / financial / real estate,"san francisco, california",doesn&rsquo;t have kids,straight,,other,leo,no,"english,",single,4,5,9,6,4,82
2320,m,28,fit,anything,socially,never,graduated from college/university,asian,69,30000,artistic / musical / writer,"oakland, california",,straight,likes dogs and likes cats,christianity,leo,no,english,single,2,3,4,5,1,61
2321,f,30,fat,anything,socially,never,graduated from med school,white  other,65,-1,medicine / health,"san francisco, california","doesn&rsquo;t have kids, but wants them",straight,likes dogs and has cats,other,cancer,,"english,",single,1,9,7,2,4,70
2322,m,34,average,anything,socially,never,graduated from college/university,white,66,-1,science / tech / engineering,"san francisco, california",,straight,likes dogs and likes cats,judaism,libra,no,english,single,7,7,9,9,4,84
